2023-09-08 13:09:37, 1.5, 2, 39.5, 16.8, 10.0.2.15
2023-09-08 13:09:39, 0.0, 2, 39.5, 16.8, 10.0.2.15
2023-09-08 13:09:41, 0.5, 2, 39.5, 16.8, 10.0.2.15
2023-09-08 13:09:43, 0.5, 2, 39.6, 16.8, 10.0.2.15
2023-09-08 13:09:45, 1.0, 2, 39.6, 16.8, 10.0.2.15
2023-09-08 13:09:47, 0.5, 2, 39.6, 16.8, 10.0.2.15
2023-09-08 13:09:49, 0.0, 2, 39.6, 16.8, 10.0.2.15
2023-09-08 13:09:51, 1.0, 2, 39.6, 16.8, 10.0.2.15
2023-09-08 13:09:53, 0.0, 2, 39.7, 16.8, 10.0.2.15
2023-09-08 13:09:55, 1.0, 2, 39.7, 16.8, 10.0.2.15
2023-09-08 13:09:57, 0.0, 2, 39.7, 16.8, 10.0.2.15
2023-09-08 13:09:59, 0.0, 2, 39.7, 16.8, 10.0.2.15
2023-09-08 13:10:01, 1.0, 2, 39.7, 16.8, 10.0.2.15
